,ANN_TRT,ETA_NUM,ETB_EXE_FIN,REG_ETA,SOC_RAI,STA_ETA,VAL_ETA
1057,T,523387372,kMg,vNosVFsSXjMxrgAEWfvOOLHlEBzvEnWVbi,SpzsRaJdiIFrfybgErRAhERUwPUgrCtglOatXzckzweISfq,E,FRoEfVcPMLxij
1058,RsY,804697362,VkzGCaFj,oTHrXAUoTEcEolyqfnPcpLhiXTL,bOOmpzDhdAoCrKwgpJQgwAEJcfWPSjojMunfThhNLwRUAB,KYE,UJmtypTGpFF
1059,uE,745546590,Gxfj,VZkARWVHoMepYwxQLvMFyuJIPTRySaXzKdEEqpv,XNG,Zd,Mpuewgtbd
1060,LCPmk,702975276,pkntXIj,joJskEPeckBejVmcHUXsPwueMkLrDtO,cMvBtygnnDISFeSMVMFrMYJrQOowHuqdflPXQwKJReERIvOZJtxOQWEpSxRCwWUhDhJhZziTWkllJwxI,o,csNredhabejxJbXxOlX
1061,eE,667483445,Oaz,qdZvgroBIeeldDyuNXenVZXJYBGsqBv,OlKNFvLCpNSTtnZAtTOxkpNYyaXDusJFbDBzLNcOVwyGxxkMbuLfqxJe,LpH,
1062,,850543182,meab,PjoUGEHyucO,LmwPIomSVAFQIqffPwMFL,UK,nEUEvWoutzMRdjXhXYjY
1063,sTirB,793235798,OoYJUmLF,GGXdfPgEPverLIXIImNzrtPr,JxPTSXYXtgHAtAdZkPvHHrMaFBPpKeNVRWAsmxBMcxClrOAEanilpt,f,CgjQ
1064,,282488193,,YeejhXgF,GOlVfAvfuLMmZdmaizdClqy,,LnxAqxnn
1065,,546799445,h,GSevGRVlgtxARPhUWDdZQ,dNQeFfbCWu,,nUMxeNSmZaatJI
1066,zTSIRM,787976176,OMANpZ,XSj,mjiSSZOUkPZcoikvNqUJNjpyJYoxMNeaUnMcPmjgLdVsOKiLWhOKhcqHCcSzHxBcdODEGAwwXEejT,W,cKaZl
1067,WGqwsS,383080003,hj,BeBvXVVlTRgpjndyfRvCAqtYoVkSTW,NwPwASCYdNunIibmyScHHbBruMsWYTQRdKlWKPiRSPzKHOzfFhrzkRvILALpNVKbZytCAsUoQ,fR,QbXYHeqmhrvnFwhZQRj
1068,rG,889965233,kLk,IaFYHrDNaeyeJKWZkNpBIGuYnsojRrLMZDq,mhGNRBImswUserQXChfXKxIwWoOgzOKIducYooObDzlNvTyGWTb,,ZgaQrGVSWGCOGhbpb
1069,Cd,370220459,BnJsoAb,AYgiZtCDIjAGKqQMTfaPpSVSBbniytMqNOsRl,zfitcJiHWvmQbVNHPKDldocXUNzH,,oGcmTIVqmuo
1070,hLcoqm,353938925,RrvSyvd,LjgjHKVxcxLfkEKVt,M,,yDuB
1071,Zz,990480742,,OsCgbYpMduVBlqvW,DpGCLOhm,,LZ
1072,,152178227,LHPPNr,WGUx,MmQafXGXgjWQapMygclyHBAsfgPnikrXfEjrbNnhcVUHeprakLXjdebDLhfaPXAIeriYcApvZgvylO,C,IaxEhpnQWSEOSqxqBNkt
1073,,120976523,MV,KKIfAhvGwkzoPKrufqVsAkBueFOMVjCJJZLZyc,fDxQUoEvRigTaBKRmVOhFRKQwrsMFJvrbDPIdznmVlsialzNWNvvhYESNeonePicNNUDEicQXKUwPZIM,,fqXOmids
1074,TVNO,356822395,lugNLs,ZWfDLqPGLlPVrPKEsxIrElwwNNR,VeqfjdJgrpLGjPuYQNaQzrDpOfpthNEORUtbKMOMhRiYoytxjUQheDnHwzbHPZVgN,LoO,sxmnh
1075,rbOqxl,484186833,,gcuSvfVqtQq,oGXxwMjtzigwYkOTSqeqMttvjnNJzxbMLTYEViXVyUVOjrdAGXlCyohwGSFYFaBdIb,,TermYFeoPpcg
1076,DfaJf,871202267,yDAFO,CPAswLVBnQxL,DdFgaCDbHMZjbjDCoYOjXhjxEkkHr,,BiqGIEaZyrLqSMltZaN
1077,mMXYm,655962932,Az,vutQiIpgwGMXHaLajzKIVYXPwaHJdXEH,HWMRVKcHHCUbxEZNwJgnjHwwAQxBXBsmOyoRVTlYIEvSjTkQLbndBXYjWkXdePeL,h,eYTgFrPLcmS
1078,Gb,855960578,sPAv,AfhYYjYdqsDLSMdTqnYGHqifcGHjIoeRiuGtwVrx,hQepQPDMhnNpHqpmNJmeTdMLOUQTuxVLwYwJEItsDPQEidTmTkdljWKlQUmopKhlYZPPvXrDy,HK,QGik
1079,OOl,418331733,rjsSi,FThLTRFpcYhzILKnANrIVIsp,cYldCjcBiXaJwtnSOfppKspPXp,p,QCEpnNlKY
1080,VA,681410951,gR,aRNveOmdBZvOWjVThYnc,iXWMDWThCCkyXNTJBzOFZjBvkVljQdLmvYQzWsYeexqsdyQoAnHsyDXmyrxevAa,C,dpLBcCeKmXHrOCCojS
1081,QoH,665674219,ucLURmyw,OYzOQueYaILlySsjNd,kayzPllXyntgJMzWdhkPMAFUHXbKYbGzuDb,,gOVsy
1082,PCtR,684476560,a,qqlZLcnffSXinQzSnBDToKCbGHYPVVxAxTFd,djnswClqO,PHz,mFKzMoo
1083,EpvrgkS,767283213,tKA,wesDVbdyefrtTrojygN,MKiJiDWRMShzBocwwoKjnRHuFlnoAJkUnouuKLfjYkQrYjS,cB,tCHHSpfkYrzqzOKVd
1084,skzEUh,156914453,zvkYbBA,Cu,egPKrYFFzrCXxcHcjGdFGrrUtRVIkPpEziR,NkK,JvUMbpkQKVesa
1085,ov,745314306,oKWlH,LoDHjKDaweMJnZhJShjFSP,nEMhFthzbafcGn,,xvvfwiIxm
1086,,905936761,VpeJwrwK,AwdZeUQvRlx,ZrAdzrpszIPsoIVCvdvLuboboAOmsQlagScfPsWUEPvnAbUuBMBhheUNsfkXuignGMphczidFGqcyd,cv,WjNwhqvnHnNeruky
1087,TkXGMx,692356522,phBPV,idrAlKxDchfhUMIrSjltIXabNgnsYCQgk,cQiGjkwyulKIVWVyusiPVVITZHDVijvjHQGRSPshvcdloILpcO,,aPQXX
1088,,316017599,lVZ,xtXVXDczXhY,bvdXdkNqYfjTs,Z,QTxZjqLMcWmiuC
1089,SVdid,961891103,dO,SomhxcuqLuJSBxmOnIDEvWxPOC,hLUFXrQWtK,cjF,THFiUAzbvMl
1090,U,962114719,FiFGL,JgGWWUYQiiKLrlOgVTLsErCndHjsieLPRmO,mqZZZcgtufkdOmlMzgDMJQnnplf,Zqt,RNeJgNXjdFj
1091,Uotc,837411975,,kpatzThmMrWLZmYJsciT,tHkebTYZRhiHLPRwlxSTb,z,pMtGYsYQ
1092,yd,778398101,ZGzgfeOy,JLznNVYEjsDJgaltHnUlVhOTMDAZGrfNMmqHDaw,vJXj,,AdkxdWfTuoOXaxTIxocm
1093,Q,594320794,QJmPd,uTgMNCgBLwZBgf,CsfgcjRwqlxPDszMSjUogCcJTexIYWZLmBNFuwn,gb,qnxQNIaHcedpcTxsohU
1094,,633365220,ArqVi,nirERAXtOIxj,lzAStlkxpbOlNvmDrJURLdTJTAcsajVJgywJcMHjmKbQAXbxmkKchMODPUIVpsVG,,y
1095,hv,942108554,PpLWg,RrJeNHNIPfjkkeo,qprYoNUKtBs,agY,KhFoBEzzvELLIEKbMbNI
1096,CpY,610102553,O,YFoekstpFIGHzBdffjabmAHu,jOkQUuNeWGkRHstlgvikXxBZUOaRMJEuZXQKkHPOGgFFefHfuhZIswWLhVUFIzy,,oGeOi
1097,rjccPN,132344001,w,KiTzvqNbq,jnreshiACUAxU,MI,NmHd
1098,GcyRD,953154898,WApdU,ydmXCHLGOSeNqJWmdD,lXUjWNxKpytopIYirioEmGILcQbYBbAXfifeigejFNKgDBSuRktYrkZMVCbgzBMjZhXhxsDtslxaW,zHV,bNldEVOnyCF
1099,NohP,793461464,K,uLpBK,ekOyXOVcShQpUovSWNziHErqvihgMXeonoukUSEHvwYJaFaXIdmKaEcjAFjvfbvNQrG,o,VBaipCWDEaF
1100,uKA,332968714,sW,dBCOkFbiySYJRr,mPSRInKwVjPWIEVWDgWdgIfzHGkiTCPLZYifr,M,bcwBDSJYhJ
1101,AzK,735452770,hKiTOFLD,pKaePVoZqHQbLaWjwchdjoEXKrxSkPPvHItNPP,vHMUDkBvEpVTkGzAPwXDVajBFTDdbV,jRi,hTyK
1102,,624594916,,WhnuccJzruqBM,FmxyKxpxMpCFZkXBmckUCSxmBThSLuAwWvvRJwCfXwPyhCaiqNWpaOVpxFvOGYcVHBZZJYNBYjopGH,Ty,eot
1103,nsDkMZ,134953018,NlMOTztF,jjPNiBRMvOQEEywEKMGcbEmXyCRWQoFSPaelxhj,vqXFThJXFxyFVMbRujHXwGWVMEegxVsqvoVUtRCAiSsbCuMhpKHVZHDiRMzEK,qyG,BqkrtjJhfF
1104,WqCwafd,245522290,dmtxTc,eJjFTuMqjJDUuyIokJSImtNqqMemXjKoSzegwu,wIWRjtkOjbYPSPyglfZMIZHRfMhAayLfnaxdWBrISMoFjxkYDbbKuDRTokjGHSZJQkSdeh,Xgj,AREKgIzDxlhvqK
1105,FbMxFU,107864431,Lg,vdSmw,yvKRuHzJSKUgCsyocMGPFgVkeqqFnjzrRRfqOMATWmTraqWfFQrzWhlxSNfaSIHNqNDmhbhHvaSO,oeW,fjRV
1106,elNLGj,408806758,m,WrqTzsRJISBNyTTRkRSrwWf,dfKiIHohsIwxJuWzxPWXpALpHTtCuDIOeZfYPfJE,Zx,m
1107,QZzt,506320926,yGqJ,zlCcMRdIXehdkCQx,DksHfToKrhsBGTdECyPQRpGvXXyXTlIlAdYgNxmkpiLFnBSxSxQNPHNulRlOHRY,it,pMZEwPbmKTuQ
1108,pUbwepV,892348339,u,DwxgvryhaEjQmpwoTYXpcBDcxEDJfQjJRmNFFSPo,fGyebHAiVQjgImZrTHIDXvSZCRHbnZXriTWrgGfjzbVAIikMhrQTjem,fh,YBi
1109,M,461464124,ZufyLtiv,rDRJTEPBCFPcZQpnIvoHAJvKMLwkiQjicXGAHj,cCBuOwsUakGGCclxbOCtadQvoDmLLOLEoeMxRulFDRgTOkTKkpaGxkwIzKsAWut,x,qgyWfvPqEsBzLIsC
1110,uqx,278116523,pD,opNtgEdEyRzFeY,NlYXHyFMluNaaICICjkXFmsDTHzvlvPhsDBMbfcEKhcrsSTXgaAtkZkB,M,DWVsjhY
1111,IlyK,693377380,I,EV,k,qSh,voALbTXYXYcqAe
1112,tn,164194624,nKJrDAf,idtDmSdcdFlUEIix,cWxbFyNvsbqKKBUsFyFbjjerXeczlfLWuVD,wKv,wpLZRyLWglKoZHB
1113,m,394688869,W,YHby,kEvVxwFZVoKOXYXqhybzLgVIgBlVdofAYdqNkgU,,SKdFIq
1114,lAH,261604209,mtAWUs,sEIqEQTBzrkDoCxfOpZg,lEkQnCsPXOwKgOmNCjbrpDDOcHCnmsEeCAViCpSEfrtCJqFJWkgM,y,CjHZDCsucdzPz
1115,yHU,236782445,Ffan,eBPZklOLDAsHVEiYQ,egHHeDrVpZFXJDjC,r,QmEMBpWzEWJ
1116,iG,148563412,pTPpq,xlVYvvRLt,oNnqVUSMJpfWJHbglQwXcTUjiGyPFJbcBMvUglbWtafPknJsYkCGJHIiCSntDCGKGNddZKQSU,,GicIOtNuklz
1117,,731521831,U,gMguDCvfNgV,hOiAalOR,,QPxUojm
1118,iXD,358735436,vzDcMBBo,MtLgNBr,wTWqWCnDIYKpuMYnzFNhWvYeWUwmxVGrLbFCQeunwGNNiiUtygoZnFpAysGeJKYvUgqUUemNAmb,,YIJgXECQQqvatrZz
1119,kbw,912681142,KK,LEZwToEYpXzmv,vvxskQcOliuBBDDplckiKqBvLpSahbkUi,RFc,C
1120,vgx,945083070,Q,ds,vHXJDRX,MI,u
1121,QaVMJ,186066052,gdreTIs,IazqXbQAslHqkMcILYhBsBxjiYfRINfFYQIPf,itxBiLaqvgvjhUoMeTcgaFGeTnYxNAGcDGOcHyUHftmMqmhhaJLRZQGuASqioM,Rn,zgYozvlsYENQHQbxVn
1122,kqvw,433980442,iCWyJXv,mFcVhaiRstVwVsJXrHQh,nxdcYnKRfdJCSBAEDgAeFVCLnvkXWgGOv,MbU,ljexKOeJlktlpSWN
1123,ztXoIp,269391748,aByFJaj,ZwyqZaSiXhiEvcTCGiXWBjvhEKcjslJAmIk,mTdvJLPMAAPeCSPqbIPmdiPpDDIMxosiodIKWNZYwqgSlwtVMFsCcfuAvCIGrARNgQtaRU,,zrOMZZEtgvGRfQ
1124,m,126146682,fsRWV,qIoVIPaExuWaKozfBPvcXCRGSmBleYJtGRUnEpk,DmeIfgCfIPpeTzrxUYbAUcJrYPVGyLBLRRVXbaBBfhZIGcwzuVFhakpGxaMqLomB,t,KBRvEtXsRTCQdoXD
1125,UZmjiz,629147359,W,qAjKLKJUEy,fejJDwoOkuvcbUNJyCpCiVhBjOLhliFRKuMzURsDZuN,Pz,sanmephhUPBRnlu
1126,klnPDRU,228427517,Hfy,nBGUgGCQplraqNjYIiJohtV,kwIvsXodylguyMbRWMxuQdQjMsajj,Y,
1127,QG,106954291,K,LNoyKkorNPoGrvMaqShxdeuxD,hSBYrNMvJjHbDnpUHHJItcsqpyYkNrMuBCJdPNIlqpaPG,Wwf,MvCjNrVVF
1128,Uty,995573931,NbrtSze,wyTPUAeVEgQ,RllUujaVhrgFPFuhROdgGBXLexeNoIGxJjv,X,JxRDDrzf
1129,JO,404958010,lkRKKIfp,dgYlTDAbddrVuyCGZnRMBhDoYF,Db,Bru,qcOjtiOPKRamzgP
1130,lDJMklj,289346219,gAUVEENu,rFlVYnZVtdwfCRPvfRbhuipVENyzWDzpIvHuESwI,KoQfbevdApVUHfrkYhppalpPXHIzmw,Rfo,gYdnqZ
1131,ktE,483093245,VVvJbqN,xJSPMQvAdntNHpkPFsiSMR,jSUeSBHpvgZCYVVnXWSZNyvsTWOOOksPxARdLWMcaUXXcqqhuNZPqEgZqvKZthzhwNjCdbgXZRSqjeeg,OA,HLfilxpaJaELgwiHhrHx
1132,UoS,149649670,YcCZVmy,owxYnqPFvZCRnvXyGVZlGv,pxiVrJjrMaxfiUrTjesCYCMBTELMZyqXwGccGivRuRrptYIwHOGrY,w,MNVvrktHxjJRl
1133,,746867207,PnuSUxNY,DuivcgCqmDrMYdGZLi,HgxOIHgJbhoeoyLkdVfggzihWisOQomZhRAJMELVvTWPigOPVMGspskuuJfyMeegELfCDkrX,,GsbTTgCXhDhQsxIXBaje
1134,NGjKge,310511952,TY,XIOhQBFQNc,CsN,A,HTUWipbkFtYwfy
1135,lO,222989105,KMRyCnO,hWJcOAIZExKJqsZpbKAUHwnMCXvWzMSofYeEgPM,yEelyuGVHZWxVoKOCJTKcNvxnJrKnuBBDmxeUQKWuPSEF,f,TIeUmBBca
1136,hSJgQ,652290368,HUL,fttIjlbEEIBNxRphNmGXXkiXOIEoGirtbnZ,MzEBaYbOhDdogcHtEmxmJWYeSOZxBqFBnaWYASxRFdpUFLruAWTaVqQypSNhnkFHVkLJHdN,xHE,cfARaYFvjulejJ
1137,heZRi,310825947,,SeUWYac,BJckoUCXjsYMsVfAfrmDckjBGFusSNRzQfAxuFUrZEoiVpUwLVRqgYzGYhFcLnXizhx,qCJ,
1138,a,587589803,AwlqU,wl,SXhLBMlaNiCgcabSLKfYNPbIsbqPq,dVA,FIjZBrlisEmkmvYaI
1139,m,428227304,kwfSCdo,idopCpNNxcbkenhGtFubOJyosIokRBJMajf,TTnbkLhpqDDxILoOGBWhaVJTKUzYFRSrfZyGKnqlZlpccMoWcqYdMwkqbNTaBUze,rm,t
1140,ZMIW,907835266,zK,VbchdvVCXuMnZKmBHImpzdG,wKiYXzWPCdOyJgDISKdwGChmtZQdCAwpDqhjtnAHBQOBgjnQaFavmfSwhNRGWXeJNSKFAdTsnvcArnS,m,ymbYTvwjANiJVzTQg
1141,,778761955,LrPZd,JWPawjzeVeyiPnBYcD,iKmFABTIILojfZWHjPUvrCn,B,omjyqKuyBrNKxJw
1142,udefo,315819238,nRo,PyMyzuMMR,,uTm,DPKlwGvbtnTHhfHBwS
1143,Qen,354818273,MBn,pjfZVSbMsHqMVgaaPojvMNWD,zskUYWtXwypgg,iEe,
1144,OiosQ,665689940,R,oUUFvDvlRiSU,raPaQOgaEsSYELKVHmJmDVTMRNdcwmQkUxuCIwWlDom,,
1145,zLBMoJ,467160444,ATmgOcs,WthGclLXiPYxjCLjbDmXOgTClQnnbuXZl,RiRkLIlsD,,QjsZ
1146,rtGvZ,724276837,C,rjCmamPlJrETxwChmhTlyMghVvF,LzcXPgzsecPmlfsjtUjHqOPciEoXZzLGd,eUw,ICaO
1147,pPDN,127353535,L,UFngbdbDxQyQveItWh,idweFYNNUiLHejNfMygNEsqumWyCtNAzquZgFpRrvshiWJnjmwZpmreeeuGkmXIAhRaDvg,Hcs,TnDdjujatHiZ
1148,CQEFsFS,627912376,ZZzr,XwAV,sZBG,,FXUWjvFAj
1149,RXFnOje,696675047,,tbJUlJCyEMaUombDQBQKvgYCG,LClrwhloyhQzHYOcsSruTsbcapYqvXiLuOmqPHwahuMUCRtbfJmkTeWAlSjBUwlbJF,N,UTwWnsBcWEVKXcgv
1150,gYqxN,602921471,S,fnnqNH,QLugeIDecIskmgICwcqOOapXOYMWCjhZqSrNSnTIqEPnaCdLghpjTmha,ArB,zkWMWDjfDhuZ
1151,zMDQ,857898430,,LakfAUxtxMhbIESOxccDKkCDeKjcWNP,,p,qcbmCLGuemLkK
1152,HllYc,747704440,KxN,mhKKlGEl,wlUwDoZIXHvgcGLhtKlLQJSGvgyuZDBKpEwgOPVMXUAnnEIRvYlOuDUEVaCZDmTzcpFiucTPAGU,mO,MR
1153,Ct,218428540,PQSa,QlNHUzmxnDDyyXnDEOpohRFBw,LvyErHDaFpKfccZAXFVrVFMEMtAwlpOdfzJkykPnKCsBNpbvMcRCghsSUBCgMxIhgoP,G,
1154,arhICi,672006094,JVwHip,VClLCpeidh,NMykCud,o,UKMpATRAkEkBZ
1155,psQe,682056058,TC,fdqkRdyiebsORrUQHYIcrkvtAaKQnEF,BkNSiPVPRRglSRLPpWhYDKCEawh,S,qRM
1156,,657223441,NmnQ,zM,,ht,I
1157,NHD,667834597,nltnWDd,qDLNQNCcaZoGWiApeLdoUxTrkVlPjmKGYQSefif,IegtfwvCMaAmQIucKuJngHVbrTXeeUQrdjnw,,DUYkEgEryKo
1158,NUf,784231971,H,,ywiThtXZtOYmpOAVYVtFwWLCSMcWNYDyIKoEldSAbchRXeOybLr,hAW,yJYfz
1159,,718008786,UKW,bfJVwpfQuUfGMRwo,ujvHSnCmxGOByzEXhyPPWxgWcqQmXktwqIoGGtaeyEyGDdLzzpezsISe,aVl,PvHB
1160,HiEer,437843021,yEirnT,,rwXGLPxTLtBgDyxDnrGGeXSSlCWHJbyIVgFsmPDsEMUvpzigWLHZAktKPBNQYJEOlcQKxfB,VzD,JuBOWrH
1161,fsONgT,542743626,TpY,kFjARYcDZJPxZLNJ,VlmIZKogzGGaDUeBcAebzfbqahVXJ,,NQYSimzEyhSSDmmYe
1162,U,210136516,K,uycxfgztWDPzGGShWwgcclthl,bTupdMyZMzvHkbeQNzUVDpOhCeBoImDoqJylpUbVNHYWUKHEOCMe,zXo,U
1163,mVxgw,480694386,cCtWBw,XFdFZuniyjKuLkanesq,TlKcjRagigPOrViyEkCuBvhRWZl,TIQ,bzTDMyDW
1164,VdBmmM,913267724,JZHHtgXF,HvttsStScRcwLhErvyxhb,rZ,ri,CMujgAf
1165,pApHaxZ,570690624,,GMjBxKefWYxNedaSQywLFRmqViLBUYHVsxtdSq,yffatomPEvUpQOsMkqhDgJiANVyJlQsaPAqDnJyaBEroGobVNysfIQAlAeu,Pi,JQIGhEEKvWLhGdFdtW
1166,XReH,589234262,LTu,iHgjEJfZkvRVQzwWmwD,KgiGDVmobfmHWvdCtUwImXBSnrAnZtEFWEUTIaMZwavzSRtsgTZosGKtWWdb,N,HMJftkIJgsrMEhdGt
1167,UuD,995223702,doAJoDf,gZLoIXSbxVaXZZFHDKkLDfgzHCTaLknVps,DcjdrtLYmNumVZaSOtSYwkzRYKUtGviPZcNnHQnxSpqzxwAjnTQaBTdsnUimLsirKMLtnxMbJTQ,R,iHBnMQzRbVjgUphU
1168,,383454206,AnApiomj,QVdgTpNwWsrlqsUBJYptcKeDcYJeKNkFKUXmGNQ,HCusnMPGyfHAglrfxPfCeoGviAGvQviWmjvvykbxVuiSLeniokVbrMQSPKVIGlrB,i,VcQXnIKHgcYbqwT
1169,thP,500861988,EEgP,nIBZfYfIdrNinJMFeRjvPg,YMaYVydDWXcihahNVoBbYXDrKEhUi,ZP,hDWttESCKh
1170,lDAgtBx,596563862,dGagj,NQSjBeJRAuzwrctYqmfDjCRnoPvJpxOtYSUlg,GNygqCXBQKABouzvQvsEBvloKaujPzsxPhafjhUyObOxxyPrvaVyhySWhdHpmhFXuuDOlNPjQDwwzthT,MmK,rJErHLlFiOlJVoJLdcM
1171,N,528216067,XxCB,wvwMIeRHeriiZwIIvGpbiEvAvkWPXzvRNJKW,LSNfLmz,S,IANaYpGqNJRXlGNoGv
1172,Hpw,391596757,cF,oUOhC,wZeBMMLJwvoXqFrpmGWcTPXROeOdGCxABISRgkNQVkHF,oO,fT
1173,Kqmcu,751278990,msmsgc,uPSOANR,HlFpirjQzLQSufYUReFKtsfyfCaFwKPhZXriGmOPYrooMbNrXhTjHvnjTkKrWyGGaWoyTjlPrUdU,nnx,ErI
1174,gOC,593223937,yDkxtP,ObGd,xfCzKTaEZVCqyAlKPFbefWQOkwNCsIZmubIosLPdaDLCKIFtilZugYEBcUulyFsR,ib,qnJhmLDPGVWn
1175,HRADS,190812778,BbczUO,mbBmVOyPMfJWnnA,mekJlQqHWIlJjvFvNqtXGwNTDBqikUsMUZbYMEwOffSMIWzZlAsRDIdSjOzKhYEMrz,o,vFxfZVRbuixbKOg
1176,dHJNSZl,273602393,bPkhB,eCrhYsQFanFppnhhCNLPblAPNmcxT,VkjqoRxjrLlckhIFPTaDkkiqjFOQZYptaRJKzUxoDcWbqEwjE,EA,Oyt
1177,Rc,276931914,U,SMXUDbjDqYps,GUMswPoGdanaRkzLecOGvhdILhcdbRfUPszOlJjPNSOkkEURAbYklNhsxqSsiLYnsnIG,Wi,tWeEoosB
1178,BmB,252065800,KnYwRv,a,xusmEyxNHCEppwpBZjhZcskjcazXQSORzILDVhibqWgAJpvPPquRR,Ar,xQrFGE
1179,en,317039514,ZAZqCr,yfOsRzxYlzYflXjdDpesHMIodVSGKkSUqKdWVdqs,wDCeyxMOfCwVfMzFzAyZrCrYBuWozsAjJBijFIpWDVNofxKqBHqDWqivbTtqp,z,ScWh
1180,IqWdxTT,525207158,h,SATONiYxlpojPznSHoXq,jdKgjaWgNtlhzXQebdhBSiJqLIWkNNZoMTuzhd,,rJ
1181,afqU,344898787,ATodfRrc,egviUlEosMaPAOfEfmVnBIGBzaFhRNf,WxeaCPPloeLJdhJPisDUbgGfnqLKymRpeWcRpvlVTxpkzwJIwOppjYNWEgZp,OxK,krDf
1182,k,876692979,jhRUxC,mPqxo,gcUcsCPODQrHNXeXOREYpEytmpVdGnUlKTDPcAYRDJClLEQt,,XbIYNzAkHHqgDbt
1183,QCqbci,673100869,pNnTIzTy,faMZZZlcSHFpaCbvRrFh,sIxdRFGJajGNLZqQwKnmPUVKIbHKoyelHcBlgTItgabDPqQfXexikuSSRqYKZLaZaZ,,ZZGBnJLGC
1184,,149881652,okrZ,kmHozzHfREaulOvrJRyUJU,vllNhSaPyaDPPTFQzommI,FF,ZJKpfIXHSXnagrZwfZb
1185,Vm,126784927,QyfBqqS,kvJpNsZXFiuFKOLzSFPowzHUqCqjpu,CGCbVQpIvuUBTlPKbgjmEuhaiImxhkkiUdxErVbyLfnnsNWiCNWiocIzKQxyvAzSFCUM,k,TWoRQQmNBqzOfDpi
1186,VsHTb,884878755,Rbu,LrjDdcFqvnpxgSAhKyIP,,vqG,tq
1187,orst,310555803,UtVAUya,qvPBRlaSYQNHiKTVKlfspShMUr,NAhTViPHFRqhnxSSYDGTtCECHRTykTtCqfHlaYFCKzNbQNFjrKshEjIfPUweH,,OKHAHDZAWQtCJmY
1188,qf,829923584,gHS,ssucjhNQohobRHYqHLJbAQsriLlzQl,lWHJywlHOBJscHsSarLjtwNXVnJkMexYkOUabovbmKqFuYdYpsgquWnWtAktVMxylBzNkKdSyIcluL,D,nixFMSh
1189,XpWFe,719231156,WbJng,,sfoJJZMRJOxacroHTkzJyYhXytKDxd,Q,FO
1190,XFxIG,113048403,YJWtWp,TlSkigozuZhLSgGiBTOwVvOAuknUFICnVNNdF,LtNaPNnOoeXhEUsZSKxYXBXbpkIgYrovdxIhYxetBBHXlPVJnGodmZgIIjjnTUvkhbmtMfMfpgPyazoV,NDs,glGMXoUofFRdXVbgQcD
1191,PhQC,138109470,,duZxlllMqoNngefOgkz,cYlqaKWTJoaCaWIGjxcBDgtHpVQPkHrLKabTkjBqOfOnMso,,tf
1192,rKjuY,173013997,f,zZFXIEAGOsGgfqTJKDzFousMxDAdFkOaYTa,wjPzDsmHkZxmvuSvAFdDJKlATjXLyOfbgKclDajbP,N,PTEAbaUkKoKGMkeRKq
1193,lMydj,410740780,dB,ZzgDvIdhUHBtUiduiSXFDwCQpjsiZXEmaBldc,BNMsdSLnIAaAvMDZBMnCBgYeIAAHwPXQOvSNJrZgaRRIwfITepaFdWoJotLFBdWzgCaI,Av,OQWXfDhYau
1194,LUoOj,572816040,r,,CgtCr,,fsRScHaMPY
1195,,749827054,KsJH,LbqxtaKTWLVxAvbFJkMIXTDTHz,,m,BUgtRBuWdqDc
1196,xIN,313717706,kskik,aswNsOuol,FkdMcoCyQocWhUtwaQqqmkWFfITIQcyAVqANsFgpHWcXCHRpyYFpY,Ty,yZvgSPZiwBxr
1197,vJ,490284980,fhTR,AHZMdDu,siTykNzenMfPmbALnFsUWoMvlOTxCNjCsnRK,I,ccjeZ
1198,H,811053839,w,aDXrhgSUxxzCuPygbcRiAKdAkLPROyHRjusv,YLwxndCMgtcxKRAHKahibkBJYBtrgsqfwjqnzwAjyAcbUtWeLxNnJMTrIriHWBMPZiRKfBRdrCqcZGhC,f,PHIdJxJHC
1199,v,370894554,xotJrQWe,NRqdFKLn,lARoyeqRVMwaZpbujyiWugJhYcsmMSQhidyXBszPOpqpjxocldpEjeUIiGhUohaXPmdaWcgFXVQbG,Szj,agdUlMObz
1200,,952005436,,SKVgTtxPpwFwAXFDX,kHnhjfYlvtKFQadaRAqtGCmwaDhLpREKFUynDYuLXyntlWxUEvajiQkRJYQTdOldyXa,WdA,TKTgEhjasmsEky
1201,qsws,926661663,xlAJ,ATETpYaVvAqrc,osSBApSuCWDqrbWQgvCaNLMoXzNbMdpLAjgfNRdWlqJOeRvlNqDoEQqCzPvXaNJVcf,x,khDA
1202,fKQ,516571133,zgSwNhn,bdjhADpLwqfCVbUongQvBHvOoBcmKZLX,KIDDwvucYXPFijhAvOnnZKuwGKb,gOG,yFskECnNAytd
1203,bHW,154595707,o,UdsrSxSuPeIRXlcpnqNlfAcRfBovshefcFj,wIInzprYBgaSRgTvzs,,diF
1204,tEJr,265565686,Jjlq,VMyxvskEubEtLjnGgQNjOVw,FzWPNGtCrGJhfBZqirKxfWeQGJbLrKJPXeIdEdZfJjZkZYHXlHoipfvIMxZtIrAqEOSepzK,zu,Ck
1205,M,287889242,,TmwVPjDIOJW,M,i,dHjwthAgAodwnTOI
1206,,965437749,wkgs,XIyJCQZ,tiNRlMkbidCNGKUTjBoJnHKdzDdnWNGTzMtDfXsGUiDM,,wTs
1207,Xlcr,861287095,fd,fBgvEJXVISGWImZRVxyYYIqyxLPopfLbuwZ,dCIPiOlm,,idhsrKs
